Code Point,Character,UTF-8 (Hex),Emacs Key Press,Block
"U+2200","∀","E28880","C-x 8 RET 2200 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2201","∁","E28881","C-x 8 RET 2201 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2202","∂","E28882","C-x 8 RET 2202 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2203","∃","E28883","C-x 8 RET 2203 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2204","∄","E28884","C-x 8 RET 2204 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2205","∅","E28885","C-x 8 RET 2205 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2206","∆","E28886","C-x 8 RET 2206 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2207","∇","E28887","C-x 8 RET 2207 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2208","∈","E28888","C-x 8 RET 2208 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2209","∉","E28889","C-x 8 RET 2209 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220A","∊","E2888A","C-x 8 RET 220A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220B","∋","E2888B","C-x 8 RET 220B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220C","∌","E2888C","C-x 8 RET 220C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220D","∍","E2888D","C-x 8 RET 220D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220E","∎","E2888E","C-x 8 RET 220E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+220F","∏","E2888F","C-x 8 RET 220F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2210","∐","E28890","C-x 8 RET 2210 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2211","∑","E28891","C-x 8 RET 2211 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2212","−","E28892","C-x 8 RET 2212 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2213","∓","E28893","C-x 8 RET 2213 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2214","∔","E28894","C-x 8 RET 2214 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2215","∕","E28895","C-x 8 RET 2215 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2216","∖","E28896","C-x 8 RET 2216 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2217","∗","E28897","C-x 8 RET 2217 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2218","∘","E28898","C-x 8 RET 2218 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2219","∙","E28899","C-x 8 RET 2219 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221A","√","E2889A","C-x 8 RET 221A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221B","∛","E2889B","C-x 8 RET 221B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221C","∜","E2889C","C-x 8 RET 221C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221D","∝","E2889D","C-x 8 RET 221D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221E","∞","E2889E","C-x 8 RET 221E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+221F","∟","E2889F","C-x 8 RET 221F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2220","∠","E288A0","C-x 8 RET 2220 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2221","∡","E288A1","C-x 8 RET 2221 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2222","∢","E288A2","C-x 8 RET 2222 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2223","∣","E288A3","C-x 8 RET 2223 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2224","∤","E288A4","C-x 8 RET 2224 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2225","∥","E288A5","C-x 8 RET 2225 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2226","∦","E288A6","C-x 8 RET 2226 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2227","∧","E288A7","C-x 8 RET 2227 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2228","∨","E288A8","C-x 8 RET 2228 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2229","∩","E288A9","C-x 8 RET 2229 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222A","∪","E288AA","C-x 8 RET 222A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222B","∫","E288AB","C-x 8 RET 222B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222C","∬","E288AC","C-x 8 RET 222C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222D","∭","E288AD","C-x 8 RET 222D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222E","∮","E288AE","C-x 8 RET 222E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+222F","∯","E288AF","C-x 8 RET 222F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2230","∰","E288B0","C-x 8 RET 2230 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2231","∱","E288B1","C-x 8 RET 2231 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2232","∲","E288B2","C-x 8 RET 2232 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2233","∳","E288B3","C-x 8 RET 2233 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2234","∴","E288B4","C-x 8 RET 2234 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2235","∵","E288B5","C-x 8 RET 2235 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2236","∶","E288B6","C-x 8 RET 2236 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2237","∷","E288B7","C-x 8 RET 2237 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2238","∸","E288B8","C-x 8 RET 2238 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2239","∹","E288B9","C-x 8 RET 2239 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223A","∺","E288BA","C-x 8 RET 223A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223B","∻","E288BB","C-x 8 RET 223B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223C","∼","E288BC","C-x 8 RET 223C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223D","∽","E288BD","C-x 8 RET 223D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223E","∾","E288BE","C-x 8 RET 223E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+223F","∿","E288BF","C-x 8 RET 223F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2240","≀","E28980","C-x 8 RET 2240 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2241","≁","E28981","C-x 8 RET 2241 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2242","≂","E28982","C-x 8 RET 2242 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2243","≃","E28983","C-x 8 RET 2243 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2244","≄","E28984","C-x 8 RET 2244 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2245","≅","E28985","C-x 8 RET 2245 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2246","≆","E28986","C-x 8 RET 2246 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2247","≇","E28987","C-x 8 RET 2247 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2248","≈","E28988","C-x 8 RET 2248 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2249","≉","E28989","C-x 8 RET 2249 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224A","≊","E2898A","C-x 8 RET 224A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224B","≋","E2898B","C-x 8 RET 224B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224C","≌","E2898C","C-x 8 RET 224C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224D","≍","E2898D","C-x 8 RET 224D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224E","≎","E2898E","C-x 8 RET 224E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+224F","≏","E2898F","C-x 8 RET 224F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2250","≐","E28990","C-x 8 RET 2250 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2251","≑","E28991","C-x 8 RET 2251 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2252","≒","E28992","C-x 8 RET 2252 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2253","≓","E28993","C-x 8 RET 2253 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2254","≔","E28994","C-x 8 RET 2254 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2255","≕","E28995","C-x 8 RET 2255 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2256","≖","E28996","C-x 8 RET 2256 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2257","≗","E28997","C-x 8 RET 2257 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2258","≘","E28998","C-x 8 RET 2258 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2259","≙","E28999","C-x 8 RET 2259 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225A","≚","E2899A","C-x 8 RET 225A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225B","≛","E2899B","C-x 8 RET 225B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225C","≜","E2899C","C-x 8 RET 225C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225D","≝","E2899D","C-x 8 RET 225D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225E","≞","E2899E","C-x 8 RET 225E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+225F","≟","E2899F","C-x 8 RET 225F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2260","≠","E289A0","C-x 8 RET 2260 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2261","≡","E289A1","C-x 8 RET 2261 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2262","≢","E289A2","C-x 8 RET 2262 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2263","≣","E289A3","C-x 8 RET 2263 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2264","≤","E289A4","C-x 8 RET 2264 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2265","≥","E289A5","C-x 8 RET 2265 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2266","≦","E289A6","C-x 8 RET 2266 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2267","≧","E289A7","C-x 8 RET 2267 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2268","≨","E289A8","C-x 8 RET 2268 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2269","≩","E289A9","C-x 8 RET 2269 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226A","≪","E289AA","C-x 8 RET 226A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226B","≫","E289AB","C-x 8 RET 226B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226C","≬","E289AC","C-x 8 RET 226C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226D","≭","E289AD","C-x 8 RET 226D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226E","≮","E289AE","C-x 8 RET 226E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+226F","≯","E289AF","C-x 8 RET 226F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2270","≰","E289B0","C-x 8 RET 2270 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2271","≱","E289B1","C-x 8 RET 2271 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2272","≲","E289B2","C-x 8 RET 2272 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2273","≳","E289B3","C-x 8 RET 2273 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2274","≴","E289B4","C-x 8 RET 2274 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2275","≵","E289B5","C-x 8 RET 2275 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2276","≶","E289B6","C-x 8 RET 2276 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2277","≷","E289B7","C-x 8 RET 2277 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2278","≸","E289B8","C-x 8 RET 2278 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2279","≹","E289B9","C-x 8 RET 2279 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227A","≺","E289BA","C-x 8 RET 227A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227B","≻","E289BB","C-x 8 RET 227B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227C","≼","E289BC","C-x 8 RET 227C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227D","≽","E289BD","C-x 8 RET 227D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227E","≾","E289BE","C-x 8 RET 227E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+227F","≿","E289BF","C-x 8 RET 227F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2280","⊀","E28A80","C-x 8 RET 2280 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2281","⊁","E28A81","C-x 8 RET 2281 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2282","⊂","E28A82","C-x 8 RET 2282 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2283","⊃","E28A83","C-x 8 RET 2283 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2284","⊄","E28A84","C-x 8 RET 2284 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2285","⊅","E28A85","C-x 8 RET 2285 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2286","⊆","E28A86","C-x 8 RET 2286 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2287","⊇","E28A87","C-x 8 RET 2287 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2288","⊈","E28A88","C-x 8 RET 2288 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2289","⊉","E28A89","C-x 8 RET 2289 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228A","⊊","E28A8A","C-x 8 RET 228A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228B","⊋","E28A8B","C-x 8 RET 228B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228C","⊌","E28A8C","C-x 8 RET 228C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228D","⊍","E28A8D","C-x 8 RET 228D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228E","⊎","E28A8E","C-x 8 RET 228E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+228F","⊏","E28A8F","C-x 8 RET 228F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2290","⊐","E28A90","C-x 8 RET 2290 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2291","⊑","E28A91","C-x 8 RET 2291 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2292","⊒","E28A92","C-x 8 RET 2292 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2293","⊓","E28A93","C-x 8 RET 2293 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2294","⊔","E28A94","C-x 8 RET 2294 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2295","⊕","E28A95","C-x 8 RET 2295 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2296","⊖","E28A96","C-x 8 RET 2296 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2297","⊗","E28A97","C-x 8 RET 2297 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2298","⊘","E28A98","C-x 8 RET 2298 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+2299","⊙","E28A99","C-x 8 RET 2299 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229A","⊚","E28A9A","C-x 8 RET 229A RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229B","⊛","E28A9B","C-x 8 RET 229B RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229C","⊜","E28A9C","C-x 8 RET 229C RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229D","⊝","E28A9D","C-x 8 RET 229D RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229E","⊞","E28A9E","C-x 8 RET 229E RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+229F","⊟","E28A9F","C-x 8 RET 229F RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A0","⊠","E28AA0","C-x 8 RET 22A0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A1","⊡","E28AA1","C-x 8 RET 22A1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A2","⊢","E28AA2","C-x 8 RET 22A2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A3","⊣","E28AA3","C-x 8 RET 22A3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A4","⊤","E28AA4","C-x 8 RET 22A4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A5","⊥","E28AA5","C-x 8 RET 22A5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A6","⊦","E28AA6","C-x 8 RET 22A6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A7","⊧","E28AA7","C-x 8 RET 22A7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A8","⊨","E28AA8","C-x 8 RET 22A8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22A9","⊩","E28AA9","C-x 8 RET 22A9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AA","⊪","E28AAA","C-x 8 RET 22AA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AB","⊫","E28AAB","C-x 8 RET 22AB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AC","⊬","E28AAC","C-x 8 RET 22AC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AD","⊭","E28AAD","C-x 8 RET 22AD RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AE","⊮","E28AAE","C-x 8 RET 22AE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22AF","⊯","E28AAF","C-x 8 RET 22AF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B0","⊰","E28AB0","C-x 8 RET 22B0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B1","⊱","E28AB1","C-x 8 RET 22B1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B2","⊲","E28AB2","C-x 8 RET 22B2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B3","⊳","E28AB3","C-x 8 RET 22B3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B4","⊴","E28AB4","C-x 8 RET 22B4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B5","⊵","E28AB5","C-x 8 RET 22B5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B6","⊶","E28AB6","C-x 8 RET 22B6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B7","⊷","E28AB7","C-x 8 RET 22B7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B8","⊸","E28AB8","C-x 8 RET 22B8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22B9","⊹","E28AB9","C-x 8 RET 22B9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BA","⊺","E28ABA","C-x 8 RET 22BA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BB","⊻","E28ABB","C-x 8 RET 22BB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BC","⊼","E28ABC","C-x 8 RET 22BC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BD","⊽","E28ABD","C-x 8 RET 22BD RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BE","⊾","E28ABE","C-x 8 RET 22BE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22BF","⊿","E28ABF","C-x 8 RET 22BF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C0","⋀","E28B80","C-x 8 RET 22C0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C1","⋁","E28B81","C-x 8 RET 22C1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C2","⋂","E28B82","C-x 8 RET 22C2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C3","⋃","E28B83","C-x 8 RET 22C3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C4","⋄","E28B84","C-x 8 RET 22C4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C5","⋅","E28B85","C-x 8 RET 22C5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C6","⋆","E28B86","C-x 8 RET 22C6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C7","⋇","E28B87","C-x 8 RET 22C7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C8","⋈","E28B88","C-x 8 RET 22C8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22C9","⋉","E28B89","C-x 8 RET 22C9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CA","⋊","E28B8A","C-x 8 RET 22CA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CB","⋋","E28B8B","C-x 8 RET 22CB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CC","⋌","E28B8C","C-x 8 RET 22CC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CD","⋍","E28B8D","C-x 8 RET 22CD RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CE","⋎","E28B8E","C-x 8 RET 22CE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22CF","⋏","E28B8F","C-x 8 RET 22CF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D0","⋐","E28B90","C-x 8 RET 22D0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D1","⋑","E28B91","C-x 8 RET 22D1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D2","⋒","E28B92","C-x 8 RET 22D2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D3","⋓","E28B93","C-x 8 RET 22D3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D4","⋔","E28B94","C-x 8 RET 22D4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D5","⋕","E28B95","C-x 8 RET 22D5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D6","⋖","E28B96","C-x 8 RET 22D6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D7","⋗","E28B97","C-x 8 RET 22D7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D8","⋘","E28B98","C-x 8 RET 22D8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22D9","⋙","E28B99","C-x 8 RET 22D9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DA","⋚","E28B9A","C-x 8 RET 22DA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DB","⋛","E28B9B","C-x 8 RET 22DB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DC","⋜","E28B9C","C-x 8 RET 22DC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DD","⋝","E28B9D","C-x 8 RET 22DD RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DE","⋞","E28B9E","C-x 8 RET 22DE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22DF","⋟","E28B9F","C-x 8 RET 22DF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E0","⋠","E28BA0","C-x 8 RET 22E0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E1","⋡","E28BA1","C-x 8 RET 22E1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E2","⋢","E28BA2","C-x 8 RET 22E2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E3","⋣","E28BA3","C-x 8 RET 22E3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E4","⋤","E28BA4","C-x 8 RET 22E4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E5","⋥","E28BA5","C-x 8 RET 22E5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E6","⋦","E28BA6","C-x 8 RET 22E6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E7","⋧","E28BA7","C-x 8 RET 22E7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E8","⋨","E28BA8","C-x 8 RET 22E8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22E9","⋩","E28BA9","C-x 8 RET 22E9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22EA","⋪","E28BAA","C-x 8 RET 22EA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22EB","⋫","E28BAB","C-x 8 RET 22EB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22EC","⋬","E28BAC","C-x 8 RET 22EC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22ED","⋭","E28BAD","C-x 8 RET 22ED RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22EE","⋮","E28BAE","C-x 8 RET 22EE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22EF","⋯","E28BAF","C-x 8 RET 22EF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F0","⋰","E28BB0","C-x 8 RET 22F0 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F1","⋱","E28BB1","C-x 8 RET 22F1 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F2","⋲","E28BB2","C-x 8 RET 22F2 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F3","⋳","E28BB3","C-x 8 RET 22F3 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F4","⋴","E28BB4","C-x 8 RET 22F4 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F5","⋵","E28BB5","C-x 8 RET 22F5 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F6","⋶","E28BB6","C-x 8 RET 22F6 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F7","⋷","E28BB7","C-x 8 RET 22F7 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F8","⋸","E28BB8","C-x 8 RET 22F8 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22F9","⋹","E28BB9","C-x 8 RET 22F9 RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FA","⋺","E28BBA","C-x 8 RET 22FA RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FB","⋻","E28BBB","C-x 8 RET 22FB RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FC","⋼","E28BBC","C-x 8 RET 22FC RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FD","⋽","E28BBD","C-x 8 RET 22FD RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FE","⋾","E28BBE","C-x 8 RET 22FE RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+22FF","⋿","E28BBF","C-x 8 RET 22FF RET","Mathematical Operators (U+2200 to U+22FF)" 
"U+27C0","⟀","E29F80","C-x 8 RET 27C0 RET","Miscellaneous Mathematical Symbols-A (U+27C0 to U+27EF)" 
